item,image,multiple,word_czech,word_english,grammatical_gender,animacy,language,version,pos,item_ID,source
PICTURE_301,PICTURE_301,1,meč,sword,m,i,cz,colour,noun,image_155,multipic
PICTURE_311,PICTURE_311,1,žiletka,razor,f,i,cz,colour,noun,image_161,multipic
PICTURE_336,PICTURE_336,1,pravítko,ruler (measure),n,i,cz,colour,noun,image_178,multipic
PICTURE_346,PICTURE_346,1,síť,net,f,i,cz,colour,noun,image_185,multipic
PICTURE_349,PICTURE_349,1,zámek,lock,m,i,cz,colour,noun,image_187,multipic
PICTURE_359,PICTURE_359,1,nůž,knife,m,i,cz,colour,noun,image_195,multipic
PICTURE_367,PICTURE_367,1,kopí,spear,n,i,cz,colour,noun,image_200,multipic
PICTURE_368,PICTURE_368,1,vějíř,fan (handheld accessory),m,i,cz,colour,noun,image_201,multipic
PICTURE_386,PICTURE_386,1,bomba,bomb,f,i,cz,colour,noun,image_212,multipic
PICTURE_387,PICTURE_387,1,sešívačka,stapler,f,i,cz,colour,noun,image_213,multipic
PICTURE_391,PICTURE_391,1,řetěz,chain,m,i,cz,colour,noun,image_217,multipic
PICTURE_405,PICTURE_405,1,kotva,anchor,f,i,cz,colour,noun,image_225,multipic
PICTURE_422,PICTURE_422,1,sekera,axe,f,i,cz,colour,noun,image_238,multipic
PICTURE_426,PICTURE_426,1,hřeben,comb,m,i,cz,colour,noun,image_241,multipic
PICTURE_043,PICTURE_043,1,hřeben,hairbrush,m,i,cz,colour,noun,image_243,multipic
PICTURE_433,PICTURE_433,1,zvonek,bell,m,i,cz,colour,noun,image_246,multipic
PICTURE_437,PICTURE_437,1,dělo,cannon,n,i,cz,colour,noun,image_247,multipic
PICTURE_453,PICTURE_453,1,nůžky,scissors,!,i,cz,colour,noun,image_258,multipic
PICTURE_046,PICTURE_046,1,šroubovák,screwdriver,m,i,cz,colour,noun,image_264,multipic
PICTURE_461,PICTURE_461,1,pistole,gun,f,i,cz,colour,noun,image_265,multipic
PICTURE_464,PICTURE_464,1,guma,rubber (eraser),f,i,cz,colour,noun,image_268,multipic
PICTURE_465,PICTURE_465,1,nůž,knife,m,i,cz,colour,noun,image_269,multipic
PICTURE_501,PICTURE_501,1,štít,shield,m,i,cz,colour,noun,image_294,multipic
PICTURE_516,PICTURE_516,1,kalkulačka,calculator,f,i,cz,colour,noun,image_305,multipic
PICTURE_517,PICTURE_517,1,provaz,rope,m,i,cz,colour,noun,image_306,multipic
PICTURE_052,PICTURE_052,1,pila,saw (tool),f,i,cz,colour,noun,image_307,multipic
PICTURE_558,PICTURE_558,1,zapalovač,lighter (fire),m,i,cz,colour,noun,image_335,multipic
PICTURE_565,PICTURE_565,1,zvon,bell,m,i,cz,colour,noun,image_343,multipic
PICTURE_571,PICTURE_571,1,magnet,magnet,m,i,cz,colour,noun,image_349,multipic
PICTURE_594,PICTURE_594,1,injekce,needle (injection),f,i,cz,colour,noun,image_368,multipic
PICTURE_608,PICTURE_608,1,kondom,condom,m,i,cz,colour,noun,image_378,multipic
PICTURE_634,PICTURE_634,1,dynamit,dynamite,m,i,cz,colour,noun,image_398,multipic
PICTURE_645,PICTURE_645,1,puška,gun,f,i,cz,colour,noun,image_404,multipic
PICTURE_653,PICTURE_653,1,deštník,umbrella,m,i,cz,colour,noun,image_409,multipic
PICTURE_654,PICTURE_654,1,tužka,pencil,f,i,cz,colour,noun,image_410,multipic
PICTURE_656,PICTURE_656,1,baterie,battery,f,i,cz,colour,noun,image_411,multipic
PICTURE_676,PICTURE_676,1,hůl,walking stick,f,i,cz,colour,noun,image_426,multipic
PICTURE_677,PICTURE_677,1,mapa,map,f,i,cz,colour,noun,image_427,multipic
PICTURE_678,PICTURE_678,1,roh,horn,m,i,cz,colour,noun,image_428,multipic
PICTURE_068,PICTURE_068,1,svíčka,candle,f,i,cz,colour,noun,image_429,multipic
PICTURE_699,PICTURE_699,1,dalekohled,telescope,m,i,cz,colour,noun,image_444,multipic
PICTURE_702,PICTURE_702,1,hasicí přístroj,fire extinguisher,m,i,cz,colour,noun,image_449,multipic
PICTURE_727,PICTURE_727,1,hadice,hose,f,i,cz,colour,noun,image_463,multipic
PICTURE_078,PICTURE_078,1,klíč,key,m,i,cz,colour,noun,image_481,multipic
PICTURE_079,PICTURE_079,1,klávesnice,keyboard (computer),f,i,cz,colour,noun,image_482,multipic
PICTURE_087,PICTURE_087,1,robot,robot,m,a,cz,colour,noun,image_491,multipic
PICTURE_088,PICTURE_088,1,berle,crutches,f,i,cz,colour,noun,image_492,multipic
PICTURE_104,PICTURE_104,1,výtah,lift (elevator),m,i,cz,gray,noun,image_5,multipic
PICTURE_108,PICTURE_108,1,kalendář,calendar,m,i,cz,gray,noun,image_9,multipic
PICTURE_126,PICTURE_126,1,padák,parachute,m,i,cz,gray,noun,image_25,multipic
PICTURE_127,PICTURE_127,1,pytel,sack (bag),m,i,cz,gray,noun,image_26,multipic
PICTURE_148,PICTURE_148,1,dýmka,pipe,f,i,cz,gray,noun,image_39,multipic
PICTURE_149,PICTURE_149,1,klíčová dírka,keyhole,f,i,cz,gray,noun,image_40,multipic
PICTURE_155,PICTURE_155,1,náboj,bullet,m,i,cz,gray,noun,image_46,multipic
PICTURE_186,PICTURE_186,1,motor,engine,m,i,cz,gray,noun,image_67,multipic
PICTURE_192,PICTURE_192,1,teploměr,thermometer,m,i,cz,gray,noun,image_73,multipic
PICTURE_196,PICTURE_196,1,počítač,computer,m,i,cz,gray,noun,image_75,multipic
PICTURE_197,PICTURE_197,1,kružítko,compass,n,i,cz,gray,noun,image_76,multipic
PICTURE_204,PICTURE_204,1,tiskárna,printer,f,i,cz,gray,noun,image_80,multipic
PICTURE_212,PICTURE_212,1,váhy,scales,!,i,cz,gray,noun,image_87,multipic
PICTURE_216,PICTURE_216,1,kladivo,hammer,n,i,cz,gray,noun,image_88,multipic
PICTURE_224,PICTURE_224,1,štětec,paint brush,m,i,cz,gray,noun,image_94,multipic
PICTURE_235,PICTURE_235,1,jehla,needle (sewing),f,i,cz,gray,noun,image_103,multipic
PICTURE_255,PICTURE_255,1,lopata,shovel,f,i,cz,gray,noun,image_120,multipic
PICTURE_267,PICTURE_267,1,uzel,knot,m,i,cz,gray,noun,image_128,multipic
PICTURE_028,PICTURE_028,1,mikroskop,microscope,m,i,cz,gray,noun,image_137,multipic
PICTURE_290,PICTURE_290,1,klec,cage,f,i,cz,gray,noun,image_146,multipic
PICTURE_291,PICTURE_291,1,spoušť,trigger (weapon),f,i,cz,gray,noun,image_147,multipic
PICTURE_292,PICTURE_292,1,kompas,compass,m,i,cz,gray,noun,image_148,multipic
PICTURE_295,PICTURE_295,1,vlajka,flag,f,i,cz,gray,noun,image_151,multipic
PICTURE_301,PICTURE_301,1,meč,sword,m,i,cz,gray,noun,image_155,multipic
PICTURE_311,PICTURE_311,1,žiletka,razor,f,i,cz,gray,noun,image_161,multipic
PICTURE_336,PICTURE_336,1,pravítko,ruler (measure),n,i,cz,gray,noun,image_178,multipic
PICTURE_346,PICTURE_346,1,síť,net,f,i,cz,gray,noun,image_185,multipic
PICTURE_349,PICTURE_349,1,zámek,lock,m,i,cz,gray,noun,image_187,multipic
PICTURE_359,PICTURE_359,1,nůž,knife,m,i,cz,gray,noun,image_195,multipic
PICTURE_367,PICTURE_367,1,kopí,spear,n,i,cz,gray,noun,image_200,multipic
PICTURE_368,PICTURE_368,1,vějíř,fan (handheld accessory),m,i,cz,gray,noun,image_201,multipic
PICTURE_386,PICTURE_386,1,bomba,bomb,f,i,cz,gray,noun,image_212,multipic
PICTURE_387,PICTURE_387,1,sešívačka,stapler,f,i,cz,gray,noun,image_213,multipic
PICTURE_391,PICTURE_391,1,řetěz,chain,m,i,cz,gray,noun,image_217,multipic
PICTURE_405,PICTURE_405,1,kotva,anchor,f,i,cz,gray,noun,image_225,multipic
PICTURE_422,PICTURE_422,1,sekera,axe,f,i,cz,gray,noun,image_238,multipic
PICTURE_426,PICTURE_426,1,hřeben,comb,m,i,cz,gray,noun,image_241,multipic
PICTURE_043,PICTURE_043,1,hřeben,hairbrush,m,i,cz,gray,noun,image_243,multipic
PICTURE_433,PICTURE_433,1,zvonek,bell,m,i,cz,gray,noun,image_246,multipic
PICTURE_437,PICTURE_437,1,dělo,cannon,n,i,cz,gray,noun,image_247,multipic
PICTURE_453,PICTURE_453,1,nůžky,scissors,!,i,cz,gray,noun,image_258,multipic
PICTURE_046,PICTURE_046,1,šroubovák,screwdriver,m,i,cz,gray,noun,image_264,multipic
PICTURE_461,PICTURE_461,1,pistole,gun,f,i,cz,gray,noun,image_265,multipic
PICTURE_464,PICTURE_464,1,guma,rubber (eraser),f,i,cz,gray,noun,image_268,multipic
PICTURE_465,PICTURE_465,1,nůž,knife,m,i,cz,gray,noun,image_269,multipic
PICTURE_501,PICTURE_501,1,štít,shield,m,i,cz,gray,noun,image_294,multipic
PICTURE_516,PICTURE_516,1,kalkulačka,calculator,f,i,cz,gray,noun,image_305,multipic
PICTURE_517,PICTURE_517,1,provaz,rope,m,i,cz,gray,noun,image_306,multipic
PICTURE_052,PICTURE_052,1,pila,saw (tool),f,i,cz,gray,noun,image_307,multipic
PICTURE_558,PICTURE_558,1,zapalovač,lighter (fire),m,i,cz,gray,noun,image_335,multipic
PICTURE_565,PICTURE_565,1,zvon,bell,m,i,cz,gray,noun,image_343,multipic
PICTURE_571,PICTURE_571,1,magnet,magnet,m,i,cz,gray,noun,image_349,multipic
PICTURE_594,PICTURE_594,1,injekce,needle (injection),f,i,cz,gray,noun,image_368,multipic
PICTURE_608,PICTURE_608,1,kondom,condom,m,i,cz,gray,noun,image_378,multipic
PICTURE_634,PICTURE_634,1,dynamit,dynamite,m,i,cz,gray,noun,image_398,multipic
PICTURE_645,PICTURE_645,1,puška,gun,f,i,cz,gray,noun,image_404,multipic
PICTURE_653,PICTURE_653,1,deštník,umbrella,m,i,cz,gray,noun,image_409,multipic
PICTURE_654,PICTURE_654,1,tužka,pencil,f,i,cz,gray,noun,image_410,multipic
PICTURE_656,PICTURE_656,1,baterie,battery,f,i,cz,gray,noun,image_411,multipic
PICTURE_676,PICTURE_676,1,hůl,walking stick,f,i,cz,gray,noun,image_426,multipic
PICTURE_677,PICTURE_677,1,mapa,map,f,i,cz,gray,noun,image_427,multipic
PICTURE_678,PICTURE_678,1,roh,horn,m,i,cz,gray,noun,image_428,multipic
PICTURE_068,PICTURE_068,1,svíčka,candle,f,i,cz,gray,noun,image_429,multipic
PICTURE_699,PICTURE_699,1,dalekohled,telescope,m,i,cz,gray,noun,image_444,multipic
PICTURE_702,PICTURE_702,1,hasicí přístroj,fire extinguisher,m,i,cz,gray,noun,image_449,multipic
PICTURE_727,PICTURE_727,1,hadice,hose,f,i,cz,gray,noun,image_463,multipic
PICTURE_078,PICTURE_078,1,klíč,key,m,i,cz,gray,noun,image_481,multipic
PICTURE_079,PICTURE_079,1,klávesnice,keyboard (computer),f,i,cz,gray,noun,image_482,multipic
PICTURE_087,PICTURE_087,1,robot,robot,m,a,cz,gray,noun,image_491,multipic
PICTURE_088,PICTURE_088,1,berle,crutches,f,i,cz,gray,noun,image_492,multipic
vlak,PICTURE_226,1,vlak,train (transport),m,i,cz,words,noun,image_95,multipic
vozík,PICTURE_248,1,vozík,cart,m,i,cz,words,noun,image_115,multipic
autobus,PICTURE_273,1,autobus,bus,m,i,cz,words,noun,image_133,multipic
limuzína,PICTURE_283,1,limuzína,limo,f,i,cz,words,noun,image_140,multipic
letadlo,PICTURE_297,1,letadlo,aeroplane,n,i,cz,words,noun,image_152,multipic
ufo,PICTURE_315,1,ufo,spaceship,n,i,cz,words,noun,image_165,multipic
auto,PICTURE_358,1,auto,car,n,i,cz,words,noun,image_194,multipic
volant,PICTURE_398,1,volant,steering wheel,m,i,cz,words,noun,image_220,multipic
loďka,PICTURE_482,1,loďka,boat,f,i,cz,words,noun,image_281,multipic
ponorka,PICTURE_514,1,ponorka,submarine,f,i,cz,words,noun,image_304,multipic
náklaďák,PICTURE_535,1,náklaďák,truck,m,i,cz,words,noun,image_318,multipic
letiště,PICTURE_617,1,letiště,airport,n,i,cz,words,noun,image_386,multipic
tank,PICTURE_621,1,tank,tank (military),m,i,cz,words,noun,image_389,multipic
sáňky,PICTURE_625,1,sáňky,sledge,!,i,cz,words,noun,image_392,multipic
sanitka,PICTURE_649,1,sanitka,ambulance,f,i,cz,words,noun,image_405,multipic
raketa,PICTURE_681,1,raketa,rocket,f,i,cz,words,noun,image_431,multipic
karavan,PICTURE_683,1,karavan,caravan,m,i,cz,words,noun,image_433,multipic
traktor,PICTURE_074,1,traktor,tractor,m,i,cz,words,noun,image_471,multipic
vrtulník,PICTURE_080,1,vrtulník,helicopter,m,i,cz,words,noun,image_484,multipic
PICTURE_226,PICTURE_226,1,vlak,train (transport),m,i,cz,colour,noun,image_95,multipic
PICTURE_248,PICTURE_248,1,vozík,cart,m,i,cz,colour,noun,image_115,multipic
PICTURE_273,PICTURE_273,1,autobus,bus,m,i,cz,colour,noun,image_133,multipic
PICTURE_283,PICTURE_283,1,limuzína,limo,f,i,cz,colour,noun,image_140,multipic
PICTURE_297,PICTURE_297,1,letadlo,aeroplane,n,i,cz,colour,noun,image_152,multipic
PICTURE_315,PICTURE_315,1,ufo,spaceship,n,i,cz,colour,noun,image_165,multipic
PICTURE_358,PICTURE_358,1,auto,car,n,i,cz,colour,noun,image_194,multipic
PICTURE_398,PICTURE_398,1,volant,steering wheel,m,i,cz,colour,noun,image_220,multipic
PICTURE_482,PICTURE_482,1,loďka,boat,f,i,cz,colour,noun,image_281,multipic
PICTURE_514,PICTURE_514,1,ponorka,submarine,f,i,cz,colour,noun,image_304,multipic
PICTURE_535,PICTURE_535,1,náklaďák,truck,m,i,cz,colour,noun,image_318,multipic
PICTURE_617,PICTURE_617,1,letiště,airport,n,i,cz,colour,noun,image_386,multipic
PICTURE_621,PICTURE_621,1,tank,tank (military),m,i,cz,colour,noun,image_389,multipic
PICTURE_625,PICTURE_625,1,sáňky,sledge,!,i,cz,colour,noun,image_392,multipic
PICTURE_649,PICTURE_649,1,sanitka,ambulance,f,i,cz,colour,noun,image_405,multipic
PICTURE_681,PICTURE_681,1,raketa,rocket,f,i,cz,colour,noun,image_431,multipic
PICTURE_683,PICTURE_683,1,karavan,caravan,m,i,cz,colour,noun,image_433,multipic
PICTURE_074,PICTURE_074,1,traktor,tractor,m,i,cz,colour,noun,image_471,multipic
PICTURE_080,PICTURE_080,1,vrtulník,helicopter,m,i,cz,colour,noun,image_484,multipic
PICTURE_226,PICTURE_226,1,vlak,train (transport),m,i,cz,gray,noun,image_95,multipic
PICTURE_248,PICTURE_248,1,vozík,cart,m,i,cz,gray,noun,image_115,multipic
PICTURE_273,PICTURE_273,1,autobus,bus,m,i,cz,gray,noun,image_133,multipic
PICTURE_283,PICTURE_283,1,limuzína,limo,f,i,cz,gray,noun,image_140,multipic
PICTURE_297,PICTURE_297,1,letadlo,aeroplane,n,i,cz,gray,noun,image_152,multipic
PICTURE_315,PICTURE_315,1,ufo,spaceship,n,i,cz,gray,noun,image_165,multipic
PICTURE_358,PICTURE_358,1,auto,car,n,i,cz,gray,noun,image_194,multipic
PICTURE_398,PICTURE_398,1,volant,steering wheel,m,i,cz,gray,noun,image_220,multipic
PICTURE_482,PICTURE_482,1,loďka,boat,f,i,cz,gray,noun,image_281,multipic
PICTURE_514,PICTURE_514,1,ponorka,submarine,f,i,cz,gray,noun,image_304,multipic
PICTURE_535,PICTURE_535,1,náklaďák,truck,m,i,cz,gray,noun,image_318,multipic
PICTURE_617,PICTURE_617,1,letiště,airport,n,i,cz,gray,noun,image_386,multipic
PICTURE_621,PICTURE_621,1,tank,tank (military),m,i,cz,gray,noun,image_389,multipic
PICTURE_625,PICTURE_625,1,sáňky,sledge,!,i,cz,gray,noun,image_392,multipic
PICTURE_649,PICTURE_649,1,sanitka,ambulance,f,i,cz,gray,noun,image_405,multipic
PICTURE_681,PICTURE_681,1,raketa,rocket,f,i,cz,gray,noun,image_431,multipic
PICTURE_683,PICTURE_683,1,karavan,caravan,m,i,cz,gray,noun,image_433,multipic
PICTURE_074,PICTURE_074,1,traktor,tractor,m,i,cz,gray,noun,image_471,multipic
PICTURE_080,PICTURE_080,1,vrtulník,helicopter,m,i,cz,gray,noun,image_484,multipic
astronaut,PICTURE_539,1,astronaut,astronaut (male),m,a,cz,words,noun,image_321,multipic
lékař,PICTURE_710,1,lékař,doctor (male),m,a,cz,words,noun,image_454,multipic
mimino,PICTURE_507,1,dítě,baby,n,a,cz,words,noun,image_299,multipic
alkoholička,NA,NA,alkoholička,alcoholic (female),f,a,cz,words,noun,word_21,sociolex
alkoholik,NA,NA,alkoholik,alcoholic (male),m,a,cz,words,noun,word_22,sociolex
Američan,NA,NA,Američan,American person (male),m,a,cz,words,noun,word_28,sociolex
Američanka,NA,NA,Američanka,American person (female),f,a,cz,words,noun,word_29,sociolex
architekt,NA,NA,architekt,architect (male),m,a,cz,words,noun,word_43,sociolex
architektka,NA,NA,architektka,architect (female),f,a,cz,words,noun,word_44,sociolex
asexuál,NA,NA,asexuál,asexual person (male),m,a,cz,words,noun,word_53,sociolex
asexuálka,NA,NA,asexuálka,asexual person (female),f,a,cz,words,noun,word_54,sociolex
asistent,NA,NA,asistent,assistant (male),m,a,cz,words,noun,word_56,sociolex
asistentka,NA,NA,asistentka,assistant (female),f,a,cz,words,noun,word_57,sociolex
astronautka,NA,NA,astronautka,astronaut (female),f,a,cz,words,noun,word_59,sociolex
ateista,NA,NA,ateista,atheist (male),m,a,cz,words,noun,word_62,sociolex
ateistka,NA,NA,ateistka,atheist (female),f,a,cz,words,noun,word_63,sociolex
atlet,NA,NA,atlet,athlete (male),m,a,cz,words,noun,word_64,sociolex
atletka,NA,NA,atletka,athlete (female),f,a,cz,words,noun,word_66,sociolex
automechanička,NA,NA,automechanička,car mechanic (female),f,a,cz,words,noun,word_73,sociolex
automechanik,NA,NA,automechanik,car mechanic (male),m,a,cz,words,noun,word_74,sociolex
autor,NA,NA,autor,author (male),m,a,cz,words,noun,word_75,sociolex
autorka,NA,NA,autorka,author (female),f,a,cz,words,noun,word_79,sociolex
azylant,NA,NA,azylant,asylum seeker (male),m,a,cz,words,noun,word_82,sociolex
azylantka,NA,NA,azylantka,asylum seeker (female),f,a,cz,words,noun,word_83,sociolex
badatel,NA,NA,badatel,researcher (male),m,a,cz,words,noun,word_85,sociolex
badatelka,NA,NA,badatelka,researcher (female),f,a,cz,words,noun,word_86,sociolex
barman,NA,NA,barman,bartender (male),m,a,cz,words,noun,word_95,sociolex
barmanka,NA,NA,barmanka,bartender (female),f,a,cz,words,noun,word_96,sociolex
basketbalista,NA,NA,basketbalista,basketball player (male),m,a,cz,words,noun,word_101,sociolex
basketbalistka,NA,NA,basketbalistka,basketball player (female),f,a,cz,words,noun,word_102,sociolex
básník,NA,NA,básník,poet (male),m,a,cz,words,noun,word_103,sociolex
básnířka,NA,NA,básnířka,poet (female),f,a,cz,words,noun,word_104,sociolex
bezdomovec,NA,NA,bezdomovec,homeless person (male),m,a,cz,words,noun,word_115,sociolex
bezdomovkyně,NA,NA,bezdomovkyně,homeless person (female),f,a,cz,words,noun,word_116,sociolex
běženec,NA,NA,běženec,refugee (male),m,a,cz,words,noun,word_117,sociolex
běženkyně,NA,NA,běženkyně,refugee (female),f,a,cz,words,noun,word_118,sociolex
biolog,NA,NA,biolog,biologist (male),m,a,cz,words,noun,word_131,sociolex
bioložka,NA,NA,bioložka,biologist (female),f,a,cz,words,noun,word_133,sociolex
bisexuál,NA,NA,bisexuál,bisexual person (male),m,a,cz,words,noun,word_134,sociolex
bisexuálka,NA,NA,bisexuálka,bisexual person (female),f,a,cz,words,noun,word_135,sociolex
blbec,NA,NA,blbec,dumbass (male),m,a,cz,words,noun,word_137,sociolex
blbka,NA,NA,blbka,dumbass (female),f,a,cz,words,noun,word_138,sociolex
boxerka,NA,NA,boxerka,boxer (person) (female),f,a,cz,words,noun,word_159,sociolex
brankář,NA,NA,brankář,goalkeeper (male),m,a,cz,words,noun,word_166,sociolex
brankářka,NA,NA,brankářka,goalkeeper (female),f,a,cz,words,noun,word_167,sociolex
bratranec,NA,NA,bratranec,cousin (male),m,a,cz,words,noun,word_171,sociolex
Brit,NA,NA,Brit,British person (male),m,a,cz,words,noun,word_176,sociolex
Britka,NA,NA,Britka,British person (female),f,a,cz,words,noun,word_177,sociolex
buddhista,NA,NA,buddhista,Buddhist person (male),m,a,cz,words,noun,word_192,sociolex
buddhistka,NA,NA,buddhistka,Buddhist person (female),f,a,cz,words,noun,word_193,sociolex
Čech,NA,NA,Čech,Czech person (male),m,a,cz,words,noun,word_209,sociolex
Čechoslovačka,NA,NA,Čechoslovačka,Czechoslovakian person (female),f,a,cz,words,noun,word_210,sociolex
Čechoslovák,NA,NA,Čechoslovák,Czechoslovakian person (male),m,a,cz,words,noun,word_211,sociolex
celebrita,NA,NA,celebrita,celebrity,a,a,cz,words,noun,word_215,sociolex
čertice,NA,NA,čertice,devil (female),f,a,cz,words,noun,word_230,sociolex
Češka,NA,NA,Češka,Czech person (female),f,a,cz,words,noun,word_235,sociolex
chirurg,NA,NA,chirurg,surgeon (male),m,a,cz,words,noun,word_255,sociolex
chirurgyně,NA,NA,chirurgyně,surgeon (female),f,a,cz,words,noun,word_256,sociolex
choreograf,NA,NA,choreograf,choreographer (male),m,a,cz,words,noun,word_269,sociolex
choreografka,NA,NA,choreografka,choreographer (female),f,a,cz,words,noun,word_270,sociolex
choť,NA,NA,choť,spouse,a,a,cz,words,noun,word_272,sociolex
cizinec,NA,NA,cizinec,foreigner (male),m,a,cz,words,noun,word_302,sociolex
cizinka,NA,NA,cizinka,foreigner (female),f,a,cz,words,noun,word_303,sociolex
člověk,NA,NA,člověk,person (male),m,a,cz,words,noun,word_304,sociolex
cukrář,NA,NA,cukrář,confectioner (male),m,a,cz,words,noun,word_314,sociolex
cukrářka,NA,NA,cukrářka,confectioner (female),f,a,cz,words,noun,word_315,sociolex
cyklista,NA,NA,cyklista,cyclist (male),m,a,cz,words,noun,word_319,sociolex
cyklistka,NA,NA,cyklistka,cyclist (female),f,a,cz,words,noun,word_320,sociolex
darebačka,NA,NA,darebačka,rascal (female),f,a,cz,words,noun,word_324,sociolex
darebák,NA,NA,darebák,rascal (male),m,a,cz,words,noun,word_325,sociolex
dealer,NA,NA,dealer,drug dealer (male),m,a,cz,words,noun,word_330,sociolex
dealerka,NA,NA,dealerka,drug dealer (female),f,a,cz,words,noun,word_331,sociolex
debil,NA,NA,debil,moron (male),m,a,cz,words,noun,word_333,sociolex
debilka,NA,NA,debilka,moron (female),f,a,cz,words,noun,word_334,sociolex
demonstrant,NA,NA,demonstrant,protester (male),m,a,cz,words,noun,word_348,sociolex
demonstrantka,NA,NA,demonstrantka,protester (female),f,a,cz,words,noun,word_349,sociolex
diplomat,NA,NA,diplomat,diplomat (male),m,a,cz,words,noun,word_368,sociolex
diplomatka,NA,NA,diplomatka,diplomat (female),f,a,cz,words,noun,word_369,sociolex
dirigent,NA,NA,dirigent,music conductor (male),m,a,cz,words,noun,word_370,sociolex
dirigentka,NA,NA,dirigentka,music conductor (female),f,a,cz,words,noun,word_371,sociolex
dobyvatel,NA,NA,dobyvatel,conqueror (male),m,a,cz,words,noun,word_391,sociolex
dobyvatelka,NA,NA,dobyvatelka,conqueror (female),f,a,cz,words,noun,word_392,sociolex
doktorka,NA,NA,doktorka,doctor (female),f,a,cz,words,noun,word_397,sociolex
dozorce,NA,NA,dozorce,guard (male),m,a,cz,words,noun,word_410,sociolex
dozorkyně,NA,NA,dozorkyně,guard (female),f,a,cz,words,noun,word_411,sociolex
ekolog,NA,NA,ekolog,ecologist (male),m,a,cz,words,noun,word_440,sociolex
ekoložka,NA,NA,ekoložka,ecologist (female),f,a,cz,words,noun,word_442,sociolex
ekonom,NA,NA,ekonom,economist (male),m,a,cz,words,noun,word_443,sociolex
